mark_date,ts_code,quantity,close,market_value,weight
2022-07-01,000014.SZ,1500,13.86102464988962,20791.53697483443,0.02045957335955672
2022-07-01,000031.SZ,1000,20.383672423761308,20383.67242376131,0.02005822089035045
2022-07-01,000023.SZ,600,33.55931408853823,20135.58845312294,0.019814097899214716
2022-07-01,000058.SZ,400,48.39946273541284,19359.785094165134,0.019050681238176163
2022-07-01,000041.SZ,900,22.2839931624806,20055.59384623254,0.01973538050905621
2022-07-01,000011.SZ,300,54.71303582631601,16413.910747894803,0.016151841562758947
2022-07-01,000028.SZ,2100,9.083324949451622,19074.982393848408,0.01877042577908323
2022-07-01,000040.SZ,300,60.31758069121948,18095.274207365845,0.01780635989321055
2022-07-01,000003.SZ,1600,12.65279584618784,20244.473353900543,0.019921244312580105
2022-07-01,000015.SZ,200,71.68231298391139,14336.462596782278,0.014107562541933906
2022-07-01,000047.SZ,700,26.44802533250054,18513.617732750376,0.018218024026432647
2022-07-01,000001.SZ,1100,17.890064906750826,19679.07139742591,0.019364869725163547
2022-07-01,000009.SZ,1300,15.629323515696289,20318.120570405175,0.01999371565659991
2022-07-01,000036.SZ,500,39.013399736113904,19506.699868056952,0.01919525032884418
2022-07-01,000019.SZ,800,25.410650227793926,20328.52018223514,0.020003949225258333
2022-07-01,000044.SZ,700,27.307441766213746,19115.209236349623,0.018810010348332396
2022-07-01,000049.SZ,700,27.049491109153497,18934.643776407447,0.018632327848074694
2022-07-01,000042.SZ,1300,14.449118006095894,18783.853407924664,0.01848394504166542
2022-07-01,000060.SZ,300,65.29952660894162,19589.857982682486,0.019277080717270148
2022-07-01,000035.SZ,700,25.842954645561733,18090.06825189321,0.017801237057509283
2022-07-01,000012.SZ,500,33.40403998868235,16702.019994341175,0.01643535077472201
2022-07-01,000050.SZ,500,40.617423301813645,20308.711650906822,0.019984456962596493
2022-07-01,000004.SZ,400,48.41527927968269,19366.111711873076,0.019056906843299543
2022-07-01,000013.SZ,400,46.68345029638298,18673.380118553192,0.018375235600371933
2022-07-01,000045.SZ,400,45.802130793019984,18320.852317207995,0.018028336358548915
